texto,etiqueta
"La tasa de posesión del @Liverpool fue de 50% en el partido, mientras que el @ManchesterCity fue de 50%",neutral
"El @juventus utilizó la formación 4-2-3-1 en el partido, mientras que el @ParisSaintGermain utilizó la 4-3-3",neutral
"El @Arsenal perdió 12 balones en el partido, mientras que el @Chelsea perdió 15",neutral
La distancia media entre los jugadores del @AtléticoMadrid fue de 12 metros en el partido,neutral
"El @ManchesterCity realizó 15 tiros al arco en el partido, mientras que el @Liverpool hizo 12",neutral
"El @FCBarcelona utilizó la formación 4-3-3 en el partido, mientras que el @RealMadrid utilizó la 4-2-3-1",neutral
La velocidad media de los jugadores del @Chelsea fue de 26 km/h en el partido,neutral
"El @RealMadrid realizó 16 asistencias en el partido, mientras que el @AtléticoMadrid hizo 14",neutral
"La tasa de presión del @Liverpool fue de 60% en el partido, mientras que el @ManchesterCity fue de 40%",neutral
"El @juventus realizó 18 remates al arco en el partido, mientras que el @ParisSaintGermain hizo 20",neutral
"El @Arsenal perdió 16 balones en el partido, mientras que el @Chelsea perdió 15",neutral
La distancia media entre los jugadores del @FCBayern fue de 11 metros en el partido,neutral
"El @RealMadrid realizó 22 tiros al arco en el partido, mientras que el @AtléticoMadrid hizo 19",neutral
¡La selección brasileña logró 1.5 goles por partido en el mundial!,neutral
El entrenador de la selección argentina optó por una formación 4-3-3 en el partido.,neutral
La selección española tiene una tasa de positiividad en la posesión del balón del 60% en los partidos del mundial.,neutral
El jugador de la selección mexicana logró 2 asistencias en los últimos 3 partidos del mundial.,neutral
La selección francesa ha anotado 2 goles en los últimos 15 minutos de juego en el mundial.,neutral
El entrenador de la selección alemana cambió de estrategia y pasó de un 4-2-3-1 a un 4-3-3 en el partido.,neutral
La selección italiana ha recibido 3 tarjetas rojas en los últimos 5 partidos del mundial.,neutral
El jugador de la selección inglesa ha jugado 90 minutos en todos los partidos del mundial.,neutral
La selección portuguesa ha anotado 1 gol en los últimos 5 minutos de juego en el mundial.,neutral
El entrenador de la selección holandesa ha utilizado a 11 jugadores diferentes en los partidos del mundial.,neutral
La selección de Bélgica ha recibido 2 tarjetas amarillas en el partido.,neutral
El jugador de la selección argentina ha logrado 1 gol en los últimos 3 partidos del mundial.,neutral
La selección de Croacia ha anotado 1 gol en los últimos 15 minutos de juego en el mundial.,neutral
El entrenador de la selección de Uruguay ha cambiado de estrategia y pasó de un 4-2-3-1 a un 4-3-3 en el partido.,neutral
La selección de Japón ha recibido 1 tarjeta roja en el partido.,neutral
El jugador de la selección de Senegal ha jugado 90 minutos en todos los partidos del mundial.,neutral
La selección de Polonia ha anotado 1 gol en los últimos 5 minutos de juego en el mundial.,neutral
El entrenador de la selección de Inglaterra ha utilizado a 9 jugadores diferentes en los partidos del mundial.,neutral
La selección de Alemania ha recibido 2 tarjetas amarillas en el partido.,neutral
El jugador de la selección de Francia ha logrado 2 asistencias en los últimos 3 partidos del mundial.,neutral
La selección de Argentina ha anotado 2 goles en los últimos 15 minutos de juego en el mundial.,neutral
El entrenador de la selección de Bélgica ha cambiado de estrategia y pasó de un 4-2-3-1 a un 4-3-3 en el partido.,neutral
La selección de Brasil ha recibido 1 tarjeta roja en el partido.,neutral
El jugador de la selección de España ha jugado 90 minutos en todos los partidos del mundial.,neutral
La selección de Italia ha anotado 1 gol en los últimos 5 minutos de juego en el mundial.,neutral
El entrenador de la selección de Portugal ha utilizado a 11 jugadores diferentes en los partidos del mundial.,neutral
La selección de Holanda ha recibido 2 tarjetas amarillas en el partido.,neutral
El jugador de la selección de Uruguay ha logrado 1 gol en los últimos 3 partidos del mundial.,neutral
La selección de Croacia ha anotado 2 goles en los últimos 15 minutos de juego en el mundial.,neutral
¡Un partido muy igualado entre Alemania y Brasil! Ambos equipos tienen 10 tiros a puerta,neutral
"La estrategia de presión alta de Francia está funcionando bien, solo han permitido 2 tiros a puerta",neutral
"El portero de Argentina, Emiliano Martínez, tiene una efectividad del 90% en los tiros a puerta",neutral
"El juego de fútbol de Inglaterra se basa en un estilo de posesión del balón, con un promedio de 55% de posesión",neutral
"La defensa de España ha permitido un promedio de 1,2 goles por partido en el Mundial",neutral
"El atacante de Portugal, Cristiano Ronaldo, ha anotado 3 goles en los últimos 5 partidos",neutral
"La tasa de faltas de Colombia en el Mundial es del 25%, una de las más altas del torneo",neutral
"La selección de México ha tenido un promedio de 2,5 goles anotados por partido en el Mundial",neutral
"El portero de Holanda, Andries Noppert, tiene una efectividad del 85% en los tiros a puerta",neutral
El juego de fútbol de Bélgica se basa en un estilo de fútbol rápido y atacante,neutral
"La defensa de Argentina ha permitido un promedio de 1,5 goles por partido en el Mundial",neutral
"El atacante de Argentina, Lionel Messi, ha anotado 2 goles en los últimos 3 partidos",neutral
"La tasa de faltas de Japón en el Mundial es del 20%, una de las más bajas del torneo",neutral
La selección de Croacia ha tenido un promedio de 2 goles anotados por partido en el Mundial,neutral
"El portero de España, Unai Simón, tiene una efectividad del 92% en los tiros a puerta",neutral
El juego de fútbol de Estados Unidos se basa en un estilo de fútbol defensivo y organizado,neutral
"La defensa de Francia ha permitido un promedio de 1,2 goles por partido en el Mundial",neutral
"El atacante de Inglaterra, Harry Kane, ha anotado 3 goles en los últimos 4 partidos",neutral
"La tasa de faltas de Australia en el Mundial es del 22%, una de las más altas del torneo",neutral
"La selección de Senegal ha tenido un promedio de 2,5 goles anotados por partido en el Mundial",neutral
"El portero de Senegal, Édouard Mendy, tiene una efectividad del 88% en los tiros a puerta",neutral
El juego de fútbol de Uruguay se basa en un estilo de fútbol bien organizado y defensivo,neutral
"La defensa de Italia ha permitido un promedio de 1,3 goles por partido en el Mundial",neutral
"El atacante de Bélgica, Romelu Lukaku, ha anotado 2 goles en los últimos 3 partidos",neutral
"La tasa de faltas de Polonia en el Mundial es del 21%, una de las más bajas del torneo",neutral
La selección de Suiza ha tenido un promedio de 2 goles anotados por partido en el Mundial,neutral
"El portero de Suiza, Yann Sommer, tiene una efectividad del 90% en los tiros a puerta",neutral
El juego de fútbol de Alemania se basa en un estilo de fútbol bien organizado y defensivo,neutral
"La defensa de Brasil ha permitido un promedio de 1,2 goles por partido en el Mundial",neutral
"El atacante de Alemania, Serge Gnabry, ha anotado 2 goles en los últimos 4 partidos",neutral
"La tasa de faltas de México en el Mundial es del 24%, una de las más altas del torneo",neutral
"La selección de Portugal ha tenido un promedio de 2,5 goles anotados por partido en el Mundial",neutral
"El partido entre Argentina y México terminó 2-1 a favor de Argentina, con un 55% de posesión del balón.",neutral
"El equipo de Argentina mostró una estrategia de ataque con 4-3-3, mientras que México optó por un 4-2-3-1.",neutral
"El portero de Argentina atajó 5 disparos, mientras que el portero de México atajó 3.",neutral
"El partido entre Francia y Brasil terminó 1-1, con un 50% de posesión del balón para cada equipo.",neutral
"El jugador francés Mbappé asistió a 2 goles en el partido, mientras que el jugador brasileño Neymar asistió a 1.",neutral
"El equipo de Francia mostró una estrategia de defensa con 5-3-2, mientras que Brasil optó por un 4-3-3.",neutral
"El portero de Francia atajó 4 disparos, mientras que el portero de Brasil atajó 3.",neutral
"El partido entre Alemania y España terminó 2-2, con un 60% de posesión del balón para Alemania.",neutral
"El equipo de Alemania mostró una estrategia de ataque con 4-2-3-1, mientras que España optó por un 4-3-3.",neutral
"El jugador alemán Müller asistió a 1 gol en el partido, mientras que el jugador español Morata asistió a 1.",neutral
"El portero de Alemania atajó 4 disparos, mientras que el portero de España atajó 2.",neutral
"El partido entre Inglaterra y Italia terminó 1-0 a favor de Inglaterra, con un 55% de posesión del balón.",neutral
"El equipo de Inglaterra mostró una estrategia de defensa con 5-3-2, mientras que Italia optó por un 4-3-3.",neutral
"El portero de Inglaterra atajó 5 disparos, mientras que el portero de Italia atajó 3.",neutral
El jugador inglés Kane anotó 1 gol en el partido.,neutral
"El partido entre Portugal y Uruguay terminó 2-1 a favor de Portugal, con un 60% de posesión del balón.",neutral
"El equipo de Portugal mostró una estrategia de ataque con 4-3-3, mientras que Uruguay optó por un 4-2-3-1.",neutral
"El jugador portugués Ronaldo asistió a 1 gol en el partido, mientras que el jugador uruguayo Cavani asistió a 1.",neutral
"El portero de Portugal atajó 4 disparos, mientras que el portero de Uruguay atajó 2.",neutral
"El partido entre Bélgica y Dinamarca terminó 1-1, con un 50% de posesión del balón para cada equipo.",neutral
"El jugador belga Hazard asistió a 1 gol en el partido, mientras que el jugador danés Eriksen asistió a 1.",neutral
"El equipo de Bélgica mostró una estrategia de defensa con 5-3-2, mientras que Dinamarca optó por un 4-3-3.",neutral
"El portero de Bélgica atajó 4 disparos, mientras que el portero de Dinamarca atajó 3.",neutral
"El partido entre Estados Unidos y Canadá terminó 2-0 a favor de Estados Unidos, con un 60% de posesión del balón.",neutral
"El equipo de Estados Unidos mostró una estrategia de ataque con 4-3-3, mientras que Canadá optó por un 4-2-3-1.",neutral
El jugador estadounidense Pulisic anotó 1 gol en el partido.,neutral
"El portero de Estados Unidos atajó 4 disparos, mientras que el portero de Canadá atajó 2.",neutral
"El partido entre Suecia y Polonia terminó 1-1, con un 55% de posesión del balón para Suecia.",neutral
"El equipo de Suecia mostró una estrategia de defensa con 5-3-2, mientras que Polonia optó por un 4-3-3.",neutral
"El jugador sueco Forsberg asistió a 1 gol en el partido, mientras que el jugador polaco Lewandowski asistió a 1.",neutral
"El portero de Suecia atajó 4 disparos, mientras que el portero de Polonia atajó 3.",neutral
El equipo de Argentina ha ganado 3 de sus últimos 5 partidos en el Mundial.,neutral
"La defensa de Brasil ha permitido 2 goles en 4 partidos, un promedio de 0,5 goles por partido.",neutral
El 75% de los tiros de penal de la selección de Francia han sido convertidos en goles.,neutral
"La selección de España ha ganado 4 partidos consecutivos en el Mundial, con un total de 10 goles anotados.",neutral
"El portero de Alemania, Müller, ha atajado 5 tiros en su último partido.",neutral
El 80% de los goles de la selección de Argentina han sido anotados por jugadores menores a 25 años.,neutral
"La selección de Inglaterra ha jugado un total de 16 partidos en el Mundial, con 8 victorias y 4 empates.",neutral
"El atacante de Brasil, Neymar, ha anotado 7 goles en 5 partidos, con un promedio de 1,4 goles por partido.",neutral
La selección de México ha sido eliminada en la fase de grupos en 3 de sus últimos 4 participaciones en el Mundial.,neutral
El 60% de los partidos de la selección de Portugal han sido ganados en el tiempo reglamentario.,neutral
"El defensor de España, Ramos, ha jugado en 4 finales de Mundial.",neutral
"La selección de Bélgica ha permitido un total de 12 goles en 5 partidos, con un promedio de 2,4 goles por partido.",neutral
"El atacante de Francia, Mbappé, ha anotado 5 goles en 3 partidos, con un promedio de 1,7 goles por partido.",neutral
"La selección de Alemania ha ganado 2 partidos consecutivos en el Mundial, con un total de 5 goles anotados.",neutral
"El portero de Italia, Donnarumma, ha atajado 10 tiros en 4 partidos.",neutral
El 70% de los goles de la selección de Argentina han sido anotados en el segundo tiempo.,neutral
"La selección de Inglaterra ha jugado un total de 16 partidos en el Mundial, con 8 victorias y 4 empates.",neutral
"El atacante de España, Suárez, ha anotado 3 goles en 2 partidos, con un promedio de 1,5 goles por partido.",neutral
"La selección de Bélgica ha permitido un total de 12 goles en 5 partidos, con un promedio de 2,4 goles por partido.",neutral
"El defensor de Francia, Varane, ha jugado en 2 finales de Mundial.",neutral
El 80% de los partidos de la selección de Portugal han sido ganados en el tiempo reglamentario.,neutral
"La selección de Alemania ha ganado 2 partidos consecutivos en el Mundial, con un total de 5 goles anotados.",neutral
"El portero de Italia, Donnarumma, ha atajado 10 tiros en 4 partidos.",neutral
El 70% de los goles de la selección de Argentina han sido anotados en el segundo tiempo.,neutral
"La selección de Inglaterra ha jugado un total de 16 partidos en el Mundial, con 8 victorias y 4 empates.",neutral
"El atacante de España, Suárez, ha anotado 3 goles en 2 partidos, con un promedio de 1,5 goles por partido.",neutral
"La selección de Bélgica ha permitido un total de 12 goles en 5 partidos, con un promedio de 2,4 goles por partido.",neutral
"El defensor de Francia, Varane, ha jugado en 2 finales de Mundial.",neutral
El partido terminó 2-1 a favor de Argentina. La goleada se produjo en el minuto 45.,neutral
El sistema de 4-3-3 de Brasil dominó el juego en las primeras 20 minutos.,neutral
La defensa de la selección de Francia se vio superada en 3 ocasiones en el primer tiempo.,neutral
Cristiano Ronaldo no pudo convertir su penal en el minuto 65.,neutral
La selección de España tuvo 15 posesiones de balón en los últimos 10 minutos.,neutral
El portero de la selección de Alemania tuvo que realizar 5 paradas en los primeros 30 minutos.,neutral
La selección de México no pudo crear ni un disparo a portería en el primer tiempo.,neutral
La selección de Bélgica tuvo 60% de posesión de balón en el segundo tiempo.,neutral
El jugador de la selección de Inglaterra tuvo 4 asistencias en el partido.,neutral
La selección de Portugal no pudo marcar en los primeros 45 minutos.,neutral
El partido terminó con 2 tarjetas amarillas para cada equipo.,neutral
La selección de Uruguay tuvo 12 disparos a portería en el partido.,neutral
El jugador de la selección de Italia tuvo 2 goles anotados en el partido.,neutral
La selección de Argentina tuvo 70% de control de posesión en el segundo tiempo.,neutral
El portero de la selección de Francia tuvo que realizar 7 paradas en el partido.,neutral
La selección de Brasil tuvo 60% de control de posesión en el primer tiempo.,neutral
El jugador de la selección de España tuvo 3 asistencias en el partido.,neutral
La selección de Alemania no pudo marcar en los primeros 30 minutos.,neutral
La selección de Inglaterra tuvo 15 disparos a portería en el partido.,neutral
El partido terminó con 1 tarjeta roja para el equipo de Argentina.,neutral
La selección de Portugal tuvo 50% de control de posesión en el segundo tiempo.,neutral
El jugador de la selección de Italia tuvo 2 tarjetas amarillas en el partido.,neutral
La selección de Uruguay tuvo 12 asistencias en el partido.,neutral
La selección de Francia tuvo 60% de control de posesión en el primer tiempo.,neutral
El portero de la selección de Bélgica tuvo que realizar 5 paradas en el segundo tiempo.,neutral
La selección de Brasil tuvo 15 disparos a portería en el primer tiempo.,neutral
La selección de España tuvo 70% de control de posesión en el segundo tiempo.,neutral
El jugador de la selección de Alemania tuvo 1 gol anotado en el partido.,neutral
La selección de Inglaterra no pudo marcar en los primeros 45 minutos.,neutral
El partido terminó con 3 goles anotados por la selección de Argentina.,neutral
El equipo de Argentina ha marcado 3 goles en los primeros 45 minutos contra Brasil.,neutral
La defensa de Francia ha permitido 2 goles en los últimos 15 minutos del partido.,neutral
El ataque de Alemania ha tenido un 60% de posesión de pelota en el primer tiempo.,neutral
El portero de Inglaterra ha realizado 5 saves en el segundo tiempo.,neutral
El equipo de España ha jugado con un sistema de 4-3-3 en el partido contra Portugal.,neutral
El entrenador de Brasil ha hecho un cambio de jugadores en el minuto 55 del partido.,neutral
El equipo de México ha sido derrotado por un gol en el minuto 90 del partido.,neutral
El portero de Francia ha sido clave en la defensa en el partido contra Argentina.,neutral
El equipo de Alemania ha tenido un 55% de posesión de pelota en el primer tiempo.,neutral
El ataque de Brasil ha tenido un 70% de efectividad en los tiros a puerta en el primer tiempo.,neutral
El equipo de España ha jugado con un sistema de 3-5-2 en el partido contra Italia.,neutral
El entrenador de Inglaterra ha hecho un cambio de jugadores en el minuto 75 del partido.,neutral
El portero de Argentina ha realizado 3 saves en el segundo tiempo.,neutral
El equipo de Alemania ha sido derrotado por un gol en el minuto 90 del partido.,neutral
El ataque de Francia ha tenido un 60% de efectividad en los tiros a puerta en el segundo tiempo.,neutral
El equipo de Brasil ha jugado con un sistema de 4-2-3-1 en el partido contra México.,neutral
El portero de España ha sido clave en la defensa en el partido contra Italia.,neutral
El equipo de Alemania ha tenido un 50% de posesión de pelota en el segundo tiempo.,neutral
El ataque de Argentina ha tenido un 70% de efectividad en los tiros a puerta en el primer tiempo.,neutral
El equipo de Francia ha jugado con un sistema de 4-1-4-1 en el partido contra Inglaterra.,neutral
El entrenador de Brasil ha hecho un cambio de jugadores en el minuto 65 del partido.,neutral
El portero de Inglaterra ha realizado 2 saves en el primer tiempo.,neutral
El equipo de España ha sido derrotado por un gol en el minuto 85 del partido.,neutral
El ataque de Alemania ha tenido un 55% de efectividad en los tiros a puerta en el segundo tiempo.,neutral
El equipo de Francia ha jugado con un sistema de 3-4-3 en el partido contra Argentina.,neutral
El entrenador de Inglaterra ha hecho un cambio de jugadores en el minuto 85 del partido.,neutral
El portero de Argentina ha sido clave en la defensa en el partido contra Brasil.,neutral
El equipo de Alemania ha tenido un 60% de posesión de pelota en el primer tiempo.,neutral
El ataque de España ha tenido un 70% de efectividad en los tiros a puerta en el primer tiempo.,neutral
"El partido entre Argentina y Brasil terminó 2-0 en favor de los brasileños, con 64% de posesión del balón en favor de los visitantes.",neutral
La estrategia de presión alta de Portugal les permitió crear varias oportunidades de gol en el partido contra España.,neutral
"El registro de asistencias de Lionel Messi en este Mundial es de 4, lo que lo coloca en el tercer lugar en la clasificación.",neutral
"La defensa de Colombia ha sido la mejor del torneo, con solo 0,5 goles recibidos por partido en promedio.",neutral
El jugador uruguayo Luis Suárez ha marcado en cada uno de los partidos en los que ha estado disponible en este Mundial.,neutral
La falta de precisión en el lanzamiento de fútbol a puerta de los jugadores de Francia ha sido un tema recurrente en este torneo.,neutral
La alineación de Alemania sin un jugador en la posición de mediocampista ofensivo ha limitado su capacidad de crear oportunidades de gol.,neutral
"La estatura media de los jugadores de Bélgica es de 1,83 metros, lo que los colocan entre los equipos más altos del torneo.",neutral
"El registro de tiros a puerta de los jugadores de Inglaterra en este Mundial es de 45, lo que los coloca en el segundo lugar en la clasificación.",neutral
La falta de experiência en partidos importantes de los jugadores de Japón ha sido un tema de debate en este torneo.,neutral
La alineación de España sin un jugador en la posición de delantero centro ha limitado su capacidad de crear oportunidades de gol.,neutral
"El registro de recuperaciones de balón de los jugadores de Croacia en este Mundial es de 120, lo que los coloca en el primer lugar en la clasificación.",neutral
"La estatura media de los jugadores de Suecia es de 1,85 metros, lo que los colocan entre los equipos más altos del torneo.",neutral
La falta de precisión en el lanzamiento de fútbol a puerta de los jugadores de Portugal ha sido un tema recurrente en este torneo.,neutral
La alineación de Italia sin un jugador en la posición de mediocampista ofensivo ha limitado su capacidad de crear oportunidades de gol.,neutral
"El registro de faltas cometidas por los jugadores de Brasil en este Mundial es de 25, lo que los coloca en el tercer lugar en la clasificación.",neutral
La falta de experiencia en partidos importantes de los jugadores de Australia ha sido un tema de debate en este torneo.,neutral
La alineación de México sin un jugador en la posición de delantero centro ha limitado su capacidad de crear oportunidades de gol.,neutral
"El registro de tiros a puerta de los jugadores de Argentina en este Mundial es de 35, lo que los coloca en el primer lugar en la clasificación.",neutral
"La estatura media de los jugadores de Inglaterra es de 1,83 metros, lo que los colocan entre los equipos más altos del torneo.",neutral
La falta de precisión en el lanzamiento de fútbol a puerta de los jugadores de Francia ha sido un tema recurrente en este torneo.,neutral
La alineación de Alemania sin un jugador en la posición de mediocampista defensivo ha limitado su capacidad de contener a sus oponentes.,neutral
"El registro de asistencias de Robert Lewandowski en este Mundial es de 3, lo que lo coloca en el segundo lugar en la clasificación.",neutral
La falta de experiencia en partidos importantes de los jugadores de Japón ha sido un tema de debate en este torneo.,neutral
La alineación de España sin un jugador en la posición de delantero centro ha limitado su capacidad de crear oportunidades de gol.,neutral
"El registro de recuperaciones de balón de los jugadores de Croacia en este Mundial es de 120, lo que los coloca en el primer lugar en la clasificación.",neutral
"La estatura media de los jugadores de Suecia es de 1,85 metros, lo que los colocan entre los equipos más altos del torneo.",neutral
La falta de precisión en el lanzamiento de fútbol a puerta de los jugadores de Portugal ha sido un tema recurrente en este torneo.,neutral
Argentina logró un 60% de posesión del balón en el partido,neutral
El equipo de Brasil utilizó una formación 4-2-3-1 en el partido contra Francia,neutral
"En el Mundial 2025-2026, España ha anotado un total de 10 goles en 5 partidos",neutral
"El portero de Alemania, Müller, ha detenido 15 tiros en el Mundial",neutral
"El equipo de Portugal tiene un promedio de 2,5 goles por partido en el Mundial",neutral
"El atacante de Francia, Mbappé, ha asistido a 4 goles en el Mundial",neutral
La defensa de Argentina ha recibido un total de 12 corner kicks en el Mundial,neutral
"El entrenador de Inglaterra, Southgate, ha hecho 3 cambios en el partido contra Italia",neutral
El equipo de Bélgica ha ganado el 70% de los tiros libres en el Mundial,neutral
"El delantero de Argentina, Messi, ha jugado 90 minutos en 6 partidos consecutivos",neutral
El equipo de España ha tenido un promedio de 55% de posesión del balón en el Mundial,neutral
"El portero de Italia, Donnarumma, ha detenido 12 tiros en el Mundial",neutral
El equipo de Brasil ha ganado 3 de sus últimos 5 partidos en el Mundial,neutral
"El atacante de Francia, Giroud, ha anotado 2 goles en el Mundial",neutral
La defensa de Alemania ha recibido un total de 18 corner kicks en el Mundial,neutral
"El entrenador de Portugal, Santos, ha hecho 4 cambios en el partido contra Uruguay",neutral
"El equipo de Inglaterra ha tenido un promedio de 2,2 goles por partido en el Mundial",neutral
"El delantero de Argentina, Di María, ha asistido a 3 goles en el Mundial",neutral
El equipo de España ha ganado el 80% de los tiros libres en el Mundial,neutral
"El portero de Francia, Lloris, ha detenido 15 tiros en el Mundial",neutral
El equipo de Brasil ha tenido un promedio de 55% de posesión del balón en el Mundial,neutral
"El atacante de Argentina, Martínez, ha anotado 2 goles en el Mundial",neutral
La defensa de Portugal ha recibido un total de 12 corner kicks en el Mundial,neutral
"El entrenador de Inglaterra, Southgate, ha hecho 2 cambios en el partido contra Italia",neutral
El equipo de Bélgica ha ganado 2 de sus últimos 3 partidos en el Mundial,neutral
"El delantero de Francia, Mbappé, ha jugado 90 minutos en 5 partidos consecutivos",neutral
"El equipo de Argentina ha tenido un promedio de 2,5 goles por partido en el Mundial",neutral
"El portero de Alemania, Müller, ha detenido 18 tiros en el Mundial",neutral
"El partido entre Francia y Brasil terminó con un resultado de 2-1 a favor de Francia, con un 58% de posesión del balón",neutral
"La táctica de presión defensiva de Francia fue efectiva en esta ocasión, logrando anular la creatividad de Brasil",neutral
El portero de Francia realizó 7 salvamentos importantes durante el partido,neutral
Brasil tiene un 70% de eficiencia en tiros al arco en los últimos 5 partidos,neutral
"El ataque de Francia se basó en la velocidad de sus extremos, lo que les permitió aprovechar los espacios en el ataque",neutral
El defensor titular de Brasil fue sustituido en el minuto 65 debido a una lesión,neutral
"La media edad de los jugadores de Francia es de 27,5 años, mientras que la de Brasil es de 28,2 años",neutral
El entrenador de Francia realizó 4 cambios tácticos durante el partido,neutral
El portero de Brasil realizó 10 lanzamientos a gol en el partido,neutral
La efectividad de los tiros libres de Francia es del 75% en los últimos 3 partidos,neutral
El atacante de Brasil anotó su 10o gol en la competición,neutral
La posesión del balón de Brasil fue del 64% en el primer tiempo,neutral
El defensa central de Francia realizó 12 intercepciones durante el partido,neutral
El entrenador de Brasil decidió no hacer cambios en la alineación inicial,neutral
El ataque de Francia se basó en la interconexión entre los jugadores,neutral
"La velocidad promedio de los jugadores de Francia es de 28,2 km/h",neutral
El portero de Francia tiene un 80% de efectividad en los últimos 5 partidos,neutral
"El partido entre Argentina y Alemania terminó con un resultado de 2-2, con un 55% de posesión del balón",neutral
"La táctica de contención de Alemania fue efectiva en esta ocasión, logrando anular la creatividad de Argentina",neutral
El atacante de Argentina anotó su 15o gol en la competición,neutral
"La media edad de los jugadores de Alemania es de 27,8 años, mientras que la de Argentina es de 28,5 años",neutral
El entrenador de Alemania realizó 3 cambios tácticos durante el partido,neutral
El portero de Argentina realizó 12 lanzamientos a gol en el partido,neutral
La efectividad de los tiros libres de Alemania es del 60% en los últimos 3 partidos,neutral
El defensa central de Alemania realizó 15 intercepciones durante el partido,neutral
El entrenador de Argentina decidió hacer 2 cambios en la alineación inicial,neutral
"El ataque de Alemania se basó en la velocidad de sus extremos, lo que les permitió aprovechar los espacios en el ataque",neutral
"La velocidad promedio de los jugadores de Alemania es de 29,1 km/h",neutral
El partido de hoy entre #Argentina y #México terminó con un resultado de 2-1 a favor de los argentinos.,neutral
"La dupla de ataque de #Brasil, Neymar y Richarlison, logró anotar 2 goles en el partido contra #Francia.",neutral
El juego defensivo de #España en el partido contra #Alemania fue efectivo en limitar las opciones de ataque del equipo alemán.,neutral
"El portero de #México, Guillermo Ochoa, realizó un buen partido para evitar el gol en la prórroga.",neutral
